reg_no,facility_name,facility_type,facility_agent,level,county
18129,RIFT VALLEY ROSES KENYA LIMITED-STAFF CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18140,EQUITY AFIA NAIVASHA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
18161,ELBURGON MATERNITY ANNEX- MURINDUKO CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18198,FLAMINGO MEDICAL CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,NAKURU
18217,BRIGOM MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18228,TIWAMED CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18231,GILCLIN MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18232,KWS TRAINING INSTITUTE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18271,KIWAZI MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18316,LIVWELL MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18321,SAMARITANHOPE MATERNITY AND NURSING HOME LIMITED,NURSING HOME,Private,LEVEL 3B,NAKURU
18343,NAKURU ENT AND AUDIOLOGY CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
18351,OLE BOYSEN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18398,ALTAMED MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18418,KIMSHAW INTERGRATED MEDICAL FACILITY,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
18422,NOTRE DAME MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
18438,TAMIL HEALTHCARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18454,LAKEVIEW HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NAKURU
18474,MAAI MAHIU MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18484,BIGOT MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18486,LILYMED CLINICAL SERVICES KASARANI,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18747,MUANJU HEALTH CARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18755,THE MINUTE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18840,LIBERTY CANCER AND WELLNESS CENTRE,SPECIALIZED TREATM,Private,LEVEL 4B,NAKURU
18869,JAMBO KIDNEY CARE LIMITED,SPECIALIZED TREATM,Private,LEVEL 4B,NAKURU
18905,ST.CLAVIN\'S ASHKEY AND BAKHITA MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18909,TUMSIFU MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
18945,EVERGREEN DENTAL CARE LIMITED,DENTAL CLINIC,Private,LEVEL 2,NAKURU
18980,PRIME GALA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
18988,GRAPEVINE HEALTH CARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19017,TOP TEN MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19084,NECTAR GYN AND FERTILITY CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19102,NAKURU CHILD AND FAMILY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19143,BEYOND ALL LOVE REHABILITATION CENTRE,REHABILITATION CEN,Private,LEVEL 3A,NAKURU
19208,MAIDA HEALTHCARE LIMITED,SPECIALIZED TREATM,Private,LEVEL 4B,NAKURU
19225,CHAISMA COMMUNITY MEDICAL CENTRE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19236,SOBEA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19253,GUBA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19257,AFYALANE MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19309,RUCARIA HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19341,SOUTH LAKE MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19371,OAKLAND MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,NAKURU
19378,RUKI MEDICAL CENTRE & PHARMACY,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19385,MOSE & MARY MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19495,"EDEN SMILE CARE CLINIC,NAKURU",DENTAL CLINIC,Private,LEVEL 2,NAKURU
19498,AVANDI CHILDREN\'S MEDICAL CENTRE-NAKURU,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
19578,OANNES HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19606,MEDICAL COURT CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19621,GREATSMILES DENTAL CENTRE,DENTAL CLINIC,Private,LEVEL 2,NAKURU
19648,HEALWELL MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
19754,NAISHI ALFAMED FAMILY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19778,MAUCHE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19799,RON MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19847,THE JORDAN ANNEX MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19888,MED WELCARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19894,MARKETSIDE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
19911,MERCYLINE CARE HOSPITAL,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
19954,UBUNTU LIFE MEDICAL CENTER,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20090,KELSA FAMILY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20091,HOPESEED MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20151,HEALFAST MEDICAL CLINIC LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20162,ST.JOSEPH'S RIFT VALLEY HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20171,CLOSE TO HOME HEALTH FACILITY,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20181,ANIMOCARE HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20240,MAUAVANA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20247,JANED MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20255,DELIGHT DENTAL LIMITED- CBD,DENTAL CLINIC,Private,LEVEL 2,NAKURU
20346,NAKUMED DIAGNOSTIC AND HEALTH CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20370,ST GEORGE DENTAL CARE LTD,DENTAL CLINIC,Private,LEVEL 2,NAKURU
20389,SOUTH LAKE MEDICAL CENTRE LIMITED-NDABIBI CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20396,GODEN HEARTS MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20398,SOUTH LAKE MEDICAL CENTRE LIMITED-NGONDI CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20424,ASTRAZ MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20428,FELICITY WELLNESS CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20434,KERINGET ZION HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20465,KIPEPEO HEALTH CLINIC LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20490,EQUITY AFIA NAKURU SECTION 58,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20497,LAVINGTON DENTAL SERVICES-NAKURU TOWN,DENTAL CLINIC,Private,LEVEL 2,NAKURU
20498,SILOAMS DENTAL & RADIOLOGY SERVICES LIMITED,DENTAL CLINIC,Private,LEVEL 2,NAKURU
20500,ASHER\'S CARE HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20530,HEAVEN\'S CARE HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20535,NEPHROCARE CLINIC LIMITED,NURSING HOME,Private,LEVEL 3B,NAKURU
20543,PEVLINK MEDICAL SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20607,BLOOM HOSPITAL NAKURU LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NAKURU
20684,SOUTH B DENTAL CENTRE-NAKURU BRANCH,DENTAL CENTRE,Private,LEVEL 3A,NAKURU
20692,FLORA DENTAL CLINIC LIMITED,DENTAL CLINIC,Private,LEVEL 2,NAKURU
20730,VITCARE MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20757,AYAHA MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20770,JULIZ MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20775,DIMAX HEALTHCARE CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20820,SOUTH LAKE MEDICAL CENTRE LTD-EBURRU,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20851,DAVICARE MEDICAL CLINIC-NGATA BRIDGE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20855,ROKI ORNYON MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20873,FRAMOO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20891,DURO MODERN HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
20899,DAYLIGHT HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20911,BEYOND ALL LOVE REHABILITATION AND  MEDICAL SERVICE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20963,ZENIK OLIVE CLINIC LTD,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
20966,PLUNEL MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
21065,AFYALINE SALGAA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
21066,PACEMED PHARMACEUTICALS & HEALTHCARE SERVICES LI,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
21091,AAR HEALTH CARE(KENYA) LIMITED-NAKURU SECTION 58,MEDICAL CENTRE,Private,LEVEL 3A,NAKURU
21118,GENIALCARE DENTAL SUITE LIMITED,DENTAL CENTRE,Private,LEVEL 3A,NAKURU
18017,OLENGURUONE MEDICAL DIAGNOSTIC CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAKURU
GK-01501,EGERTON UNIVERSITY MEDICAL DEPARTMENT,HEALTH CENTRE,Private,LEVEL 3B,NAKURU
320,CHEBUT MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
680,KAPSABET SURGICAL CARE CENTRE LTD,HOSPITAL LEVEL 4,Private,LEVEL 4,NANDI
714,A.I.C. RAINBOW DISPENSARY,DISPENSARY,Private,LEVEL 2,NANDI
771,KOYO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
1016,KESOGON MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
2751,BERUU DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,NANDI
3496,ACACIA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
4022,VERTICAL LIFE CARE,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
4111,BETHESDA HEALTH CARE SERVICES COMPANY LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NANDI
4205,NANDI HILLS MEDICARE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
4306,FRANCIS KIBET MEMORIAL HOSPITAL,NURSING HOME,Private,LEVEL 3B,NANDI
4347,SINENDET HEALTH OPTIONS LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
4374,KOKWET FAMILY HEALTH CARE,NURSING HOME,Private,LEVEL 3B,NANDI
4960,CHEPSOO MEDICAL CENTRE LIMITED-KAPSABET,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
5834,KOBUJOI MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
5964,KAPKOLEI HEALTH CARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
6171,NEW HOPE MEDICARE CENTRE,NURSING HOME,Private,LEVEL 3B,NANDI
6185,REALE HOSPITAL CLINIC KAPSABET,MEDICAL CLINIC,Private,LEVEL 2,NANDI
6188,BLISS  HEALTHCARE LIMITED KAPSABET,MEDICAL CLINIC,Private,LEVEL 2,NANDI
6196,CHEBARBAR MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
6324,MESWO MEDICAL SERVICES LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NANDI
6559,ALPHA HILL MEDICAL CENTER LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NANDI
7093,KIPSIGAK JUNCTION MEDICARE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
7318,VIRGINIA WRIGHT DISPENSARY,DISPENSARY,Private,LEVEL 2,NANDI
8059,CHEPSOO MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
14711,RHENO MEDICARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
14770,GREENHOOD MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
14802,LANDHEAL MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,NANDI
14951,LESSOS MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
15000,CHEPSOO MEDICAL CENTRE-MOSORIOT,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
15013,LELWAK MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
15071,KAPSASUR PHARMACY AND MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NANDI
15390,LIFESTREAM MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,NANDI
15823,ELDO EYE  HEALTH SERVICES  LIMITED,EYE HOSPITAL LEVEL,Private,LEVEL 4,NANDI
16188,CHEPSONOI UZIMA MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NANDI
16295,NABRO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
16311,KAPSIMATWO CENTRAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
16342,KAREBE GOLD MINING CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
16510,BETHESDA HEALTH CARE SERVICES KOBUJOI,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
16734,THE WHITE CRESCENT HOSPITAL LIMITED,Hospital Level 5,Private,LEVEL 5,NANDI
17820,HIMACARE MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NANDI
17865,ANDAN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
17907,HANNEXE MEDICARE CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
17910,ALDAI DOCTORS CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
18193,KAPKERER PONACARE HEALTHWATCH,MEDICAL CLINIC,Private,LEVEL 2,NANDI
18606,BETHESDA MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
18756,BLUEBEST MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19000,OLLESSOS HILLS MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19001,KAPSVIEW MEDICAL CENTER LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19191,KABIRSANG MEDICARE CENTER,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19260,BETHANY LIFECARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19644,EQUITY AFIA KAPSABET MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NANDI
19664,HILLSIDE COMMUNITY CLINIC-YALA,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19748,DONEL MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19751,CRYSPEARL MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19813,SURUNGAI MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
19964,TINDERET HANNAN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NANDI
20114,SANGALO HOSPICE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NANDI
20384,ELEPHANT DENTAL SERVICES KAPSABET,DENTAL CLINIC,Private,LEVEL 2,NANDI
18006,KIMWANI MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,NANDI
55,EWASO NGIRO HEALTH CENTRE,HEALTH CENTRE,Private,LEVEL 3B,NAROK
704,OLTALET MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,NAROK
953,C.M.F AITONG HEALTH CENTRE,HEALTH CENTRE,Private,LEVEL 3B,NAROK
954,TALEK HEALTH CENTRE,HEALTH CENTRE,Private,LEVEL 3B,NAROK
1134,MAASAI MARA SOPA CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
1252,SAROVA MARA CAMP CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
1910,MARA SERENA SAFARI LODGE STAFF MEDICAL CLINIC,HEALTH CENTRE,Private,LEVEL 3B,NAROK
2907,MEDICATIA HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NAROK
2992,EBENEZAR REPRODUCTIVE HEALTHCARE CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
3529,NAROK COTTAGE HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,NAROK
5413,OLCHOBOSEI MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
5998,VITAL SOLUTION HEALTH CENTRE EMPOMPONGI,MEDICAL CLINIC,Private,LEVEL 2,NAROK
6154,OPTO-MART OPTICIANS EYE CLINIC,EYE CLINIC,Private,LEVEL 2,NAROK
6402,EDEN DENTAL CLINIC NAROK,DENTAL CLINIC,Private,LEVEL 2,NAROK
6801,ST AKIDIVA MEMORIAL LOLGORIAN OUTREACH CLINIC,DISPENSARY,Private,LEVEL 2,NAROK
7068,OLKURRUK LODGE LTD MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
7423,NJIPSHIP HILLVIEW MEDICAL CENTRE,COTTAGE HOSPITAL,Private,LEVEL 3B,NAROK
7497,SHASYT ANNEX HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
8932,OLCHEKUT COMMUNITY BASED CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
10605,MEDICROSS NAROK,MEDICAL CLINIC,Private,LEVEL 2,NAROK
14976,MAYIAN BRILLIANT MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
14988,NAINI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
15103,NAISHORUA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
15260,BETHANY HILLCREST HOSPITAL-OLPUSIMORU,MEDICAL CLINIC,Private,LEVEL 2,NAROK
15327,KEDONG MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
15537,MAASAI COMMUNITY HOPE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
15574,BEULAH\'S MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
15752,STRAIGHT UP MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
15776,TALEK MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
15886,LENANA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
16001,WE-BARAKA HOSPITAL -KISHON BRANCH,MEDICAL CLINIC,Private,LEVEL 2,NAROK
16002,WE-BARAKA HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,NAROK
16080,BETHANY HILLCREST HOSPITAL- OLCHORRO,MEDICAL CLINIC,Private,LEVEL 2,NAROK
16493,AND BEYOND KICHWA TEMBO CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
16832,LEGACY FAMILY HEALTH OPTION MULOT,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
16890,MAHALI MZURI,MEDICAL CLINIC,Private,LEVEL 2,NAROK
17215,ENTUROTO COMMUNITY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
17408,TREE OF LIFE HEALTHCARE LIMITED,NURSING HOME,Private,LEVEL 3B,NAROK
17775,MASAANTARE MEDICAL & DIAGNOSTIC CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
17924,SIDAI BAARE CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
17926,SANCARE HOSPITAL,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
17927,SHEPHERDS HOSPITAL LIMITED,NURSING HOME,Private,LEVEL 3B,NAROK
18058,ALEN WALES LOLGORIAN MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
18255,JUWFIAH MEDICAL CENTRE LIMITED-TRANSMARA,NURSING HOME,Private,LEVEL 3B,NAROK
18614,THE NAIROBI FAMILY AND MATERNITY HOSPITAL KILGORIS G,NURSING HOME,Private,LEVEL 3B,NAROK
18704,EMAYIAN MARA - RIANTA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
18834,OLMALAIKA TRUST DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,NAROK
18974,NAIREGIA SEGERIN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19064,MAICCODO-ENKABAANI ELTUROTO COMMUNITY DISPENSA,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19175,RED TRIBE MAASAI HEALTH CARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19241,STETHOCARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19390,FLC FOUNTAIN MISSION HOSPITAL,DISPENSARY,Private,LEVEL 2,NAROK
19437,BIOTISHO MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19488,PREMIERCARE DIAGNOSTICS NAROK ANNEX LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,NAROK
19571,TRANSMARA COMMUNITY HOSPITAL,NURSING HOME,Private,LEVEL 3B,NAROK
19833,THE EVANS MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19957,KING SOLOMON MEDICAL CENTER LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAROK
19963,SANAITO HEALTH CARE,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
19970,KILGOWEST MEDICAL AND DENTAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20018,WAFOO HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20109,NAROLEX MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20210,THE AGA KHAN UNIVERSITY HOSPITAL NAIROBI-NAROK MED,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
20331,KISARUNI MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20362,ESERIAN FAMILY HOSPITAL,NURSING HOME,Private,LEVEL 3B,NAROK
20524,MONG\'ARE NAROK MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20542,RAATO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20622,JEBUSITE MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20631,EQUITY AFIA NAROK,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
20648,BETHANY HILLCREST HOSPITAL LIMITED,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20876,NASERIAN BARRE MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20889,NAROK MANYATTA DENTAL AND MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,NAROK
20893,HOLIGAN JAMBO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
20896,MARASEK MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
21009,EWASO NG\'IRO MEDICARE CENTRE,MEDICAL CLINIC,Private,LEVEL 2,NAROK
21034,KAKENYA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
21038,OLENGURUONE MEDICAL DIAGNOSTIC CENTRE-OLPUSIMO,MEDICAL CLINIC,Private,LEVEL 2,NAROK
21108,SAVIMBI CLINIC,MEDICAL CLINIC,Private,LEVEL 2,NAROK
21123,AFYAROMED CENTER,MEDICAL CLINIC,Private,LEVEL 2,NAROK
219,NYANSIONGO MATERNITY AND NURSING HOME,NURSING HOME,Private,LEVEL 3B,NYAMIRA
684,TOMBE MEDICARE CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,NYAMIRA
1732,KIPKEBE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NYAMIRA
1734,KERITOR DISPENSARY,MEDICAL CLINIC,Private,LEVEL 2,NYAMIRA
2885,SUMMIT MEDICARE LIMITED NYANSIONGO,HOSPITAL LEVEL 4,Private,LEVEL 4,NYAMIRA
2903,NEW HOPE NURSING HOME,NURSING HOME,Private,LEVEL 3B,NYAMIRA
3025,SUMMIT MEDICARE LTD-CHEPILAT,NURSING HOME,Private,LEVEL 3B,NYAMIRA
3653,MAGWAGWA SDA HEALTH CENTRE,HEALTH CENTRE,Private,LEVEL 3B,NYAMIRA
3919,JOY MORANGI MEDICAL CENTRE,HEALTH CENTRE,Private,LEVEL 3B,NYAMIRA
3945,OASIS DOCTORS PLAZA NYAMIRA,NURSING HOME,Private,LEVEL 3B,NYAMIRA
4220,MEDSTOPS HEALTHCARE KENYA,HOSPITAL LEVEL 4,Private,LEVEL 4,NYAMIRA
4412,NYAMIRA JAMII MEDICAL & DIAGNOSTIC CENTRE,NURSING HOME,Private,LEVEL 3B,NYAMIRA
4493,ROMAN MATERNITY AND NURSING HOME,NURSING HOME,Private,LEVEL 3B,NYAMIRA
4500,JOYRIDE MEDICAL CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,NYAMIRA
4501,KEMERA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NYAMIRA
5387,BEKAM MEDICAL NURSING CENTER,NURSING HOME,Private,LEVEL 3B,NYAMIRA
5534,CHASHLEEDA MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,NYAMIRA
5805,FIRMVIEW MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,NYAMIRA
